address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,cuisines_count,listed_in(type),listed_in(city)
"Address_185, Bangalore",KFC,Yes,No,3.0/5,2230,080-4674549,Marathahalli,Quick Service Restaurant,Biryani,"Beverages, Thai, Mexican, South Indian, Chinese",200,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_907, Bangalore",Pizza Hut,Yes,Yes,4.2/5,2586,080-9406675,JP Nagar,Fine Dining,Burgers,"Fast Food, Thai, Beverages",200,Sample Review Text...,3,Dine-out,Bengaluru
"Address_55, Bangalore",Resto_55,Yes,Yes,4.7/5,931,080-6024207,Indiranagar,Bakery,Biryani,Chinese,2000,Sample Review Text...,1,Delivery,Bengaluru
"Address_111, Bangalore",Pizza Hut,No,No,2.9/5,68,080-1447065,JP Nagar,Quick Service Restaurant,Salad,Mexican,3000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_197, Bangalore",Resto_197,No,Yes,4.0/5,396,080-7494562,Indiranagar,Fine Dining,Steak,"Beverages, Mexican, Italian",2500,Sample Review Text...,3,Buffet,Bengaluru
"Address_176, Bangalore",Resto_176,No,Yes,2.8/5,1244,080-5112546,HSR Layout,Bakery,Pasta,"Fast Food, Desserts, Italian",2500,Sample Review Text...,3,Delivery,Bengaluru
"Address_522, Bangalore",Onesta,No,Yes,,2613,080-7713657,JP Nagar,Casual Dining,Pizza,"North Indian, Thai, Desserts",800,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_540, Bangalore",Resto_540,Yes,No,NEW,2622,080-7327627,Indiranagar,Quick Service Restaurant,Burgers,"Continental, South Indian, Italian",,Sample Review Text...,3,Cafes,Bengaluru
"Address_306, Bangalore",Resto_306,No,No,2.9/5,2053,080-1494355,Whitefield,Bar,Dosa,Continental,"1,500",Sample Review Text...,1,Dine-out,Bengaluru
"Address_582, Bangalore",Nandhana Palace,Yes,Yes,3.1/5,2401,080-2565160,Koramangala,Quick Service Restaurant,Burgers,"South Indian, Desserts",400,Sample Review Text...,2,Dine-out,Bengaluru
"Address_446, Bangalore",Leon Grill,No,Yes,3.2/5,1676,080-2422342,Marathahalli,Bar,Sushi,"Thai, North Indian, Desserts, Chinese, Beverages","2,500",Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_99, Bangalore",Resto_99,No,Yes,4.8/5,1309,080-6032437,JP Nagar,Fine Dining,Pasta,Beverages,2500,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_517, Bangalore",Burger King,No,Yes,4.4/5,6,080-7285607,Indiranagar,Casual Dining,Pasta,"Beverages, Mexican, Continental, Thai",1500,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_410, Bangalore",Resto_410,Yes,No,2.8/5,2255,080-2408104,Jayanagar,Fine Dining,Sushi,Desserts,200,Sample Review Text...,1,Buffet,Bengaluru
"Address_136, Bangalore",Onesta,No,Yes,,2259,080-5809835,MG Road,Casual Dining,Biryani,Beverages,1000,Sample Review Text...,1,Buffet,Bengaluru
"Address_571, Bangalore",Pizza Hut,No,No,4.4/5,2913,080-7553173,Indiranagar,Bar,Salad,South Indian,600,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_811, Bangalore",KFC,Yes,No,2.7/5,534,080-1145436,Marathahalli,Quick Service Restaurant,Biryani,"Fast Food, Beverages, North Indian, Thai, Desserts",400,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_544, Bangalore",Nandhana Palace,Yes,Yes,2.2/5,1170,080-3288888,Marathahalli,Bar,Salad,Mexican,"2,500",Sample Review Text...,1,Cafes,Bengaluru
"Address_120, Bangalore",Burger King,No,No,NEW,2741,080-7435310,,Cafe,Burgers,"Desserts, Thai",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_920, Bangalore",Resto_920,No,No,2.4/5,2360,080-2336525,HSR Layout,Pub,Dosa,Italian,200,Sample Review Text...,1,Buffet,Bengaluru
"Address_725, Bangalore",Pizza Hut,No,Yes,3.6/5,1550,080-3669548,Indiranagar,Casual Dining,Steak,"Italian, Fast Food, Chinese, Continental",1000,Sample Review Text...,4,Buffet,Bengaluru
"Address_156, Bangalore",Resto_156,No,Yes,2.6/5,1572,080-4699871,Marathahalli,Bakery,Dosa,"Mexican, Desserts, Beverages, Chinese",400,Sample Review Text...,4,Delivery,Bengaluru
"Address_950, Bangalore",Resto_950,Yes,Yes,3.8/5,1208,080-3189600,Jayanagar,Pub,Sushi,"Continental, Mexican, Fast Food, Chinese, North Indian",800,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_993, Bangalore",Resto_993,Yes,No,4.3/5,1515,080-9214663,Indiranagar,Cafe,Dosa,"Chinese, Beverages, Mexican, South Indian, Desserts",200,Sample Review Text...,5,Cafes,Bengaluru
"Address_692, Bangalore",Resto_692,No,Yes,2.0/5,789,080-4398864,Whitefield,Quick Service Restaurant,Pizza,"Fast Food, Continental, Thai, Beverages","1,500",Sample Review Text...,4,Buffet,Bengaluru
"Address_389, Bangalore",Nandhana Palace,Yes,Yes,2.9/5,1485,080-2989725,,Bar,Burgers,"Fast Food, Beverages, Thai, Chinese",1000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_424, Bangalore",Resto_424,No,Yes,2.9/5,523,080-5425123,Marathahalli,Bar,Sushi,"Thai, Mexican, Continental",1000,Sample Review Text...,3,Cafes,Bengaluru
"Address_451, Bangalore",KFC,No,No,4.3/5,2928,080-7061063,Jayanagar,Fine Dining,Salad,"Beverages, Italian, Chinese, South Indian",2500,Sample Review Text...,4,Delivery,Bengaluru
"Address_305, Bangalore",Nandhana Palace,No,No,3.5/5,763,080-9219709,HSR Layout,Pub,Steak,"Beverages, North Indian, Fast Food, Chinese",2500,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_87, Bangalore",McDonald's,Yes,Yes,4.2/5,1117,080-6865064,Marathahalli,Pub,Biryani,"Mexican, Chinese",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_639, Bangalore",Onesta,No,No,,648,080-6903348,JP Nagar,Pub,Sushi,"Italian, Thai, Mexican, Continental, North Indian",600,Sample Review Text...,5,Cafes,Bengaluru
"Address_208, Bangalore",Resto_208,No,Yes,4.2/5,232,080-8022366,MG Road,Fine Dining,Steak,"South Indian, North Indian, Desserts",1000,Sample Review Text...,3,Cafes,Bengaluru
"Address_741, Bangalore",Pizza Hut,No,Yes,3.4/5,1162,080-8382709,Whitefield,Quick Service Restaurant,Pizza,"Italian, Thai, Continental, Beverages, Desserts",2500,Sample Review Text...,5,Dine-out,Bengaluru
"Address_564, Bangalore",Resto_564,Yes,No,2.8/5,2382,080-4045291,MG Road,Cafe,Salad,"Italian, Mexican, Thai, Chinese",2000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_95, Bangalore",Leon Grill,No,No,-,1343,080-1710601,Whitefield,Quick Service Restaurant,Sushi,"Fast Food, Mexican, South Indian, Thai",2000,Sample Review Text...,4,Buffet,Bengaluru
"Address_273, Bangalore",Nandhana Palace,No,No,3.0/5,2283,080-4337963,Whitefield,Quick Service Restaurant,Pasta,Mexican,400,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_210, Bangalore",Leon Grill,No,Yes,2.6/5,1257,080-8894293,MG Road,Bar,Biryani,"Thai, Continental, Beverages","2,000",Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_634, Bangalore",McDonald's,Yes,Yes,4.0/5,2936,080-9309833,Koramangala,Fine Dining,Pasta,"Beverages, South Indian",2500,Sample Review Text...,2,Dine-out,Bengaluru
"Address_240, Bangalore",KFC,No,Yes,4.4/5,1782,080-2228898,Indiranagar,Fine Dining,Biryani,"North Indian, Desserts",1200,Sample Review Text...,2,Dine-out,Bengaluru
"Address_78, Bangalore",McDonald's,Yes,No,2.2/5,2593,080-3456926,Indiranagar,Pub,Dosa,"Italian, Thai, Beverages, Desserts, Mexican",600,Sample Review Text...,5,Dine-out,Bengaluru
"Address_747, Bangalore",Resto_747,No,Yes,3.8/5,1536,080-8350507,Koramangala,Casual Dining,Dosa,Thai,1000,Sample Review Text...,1,Delivery,Bengaluru
"Address_761, Bangalore",Nandhana Palace,No,No,4.5/5,2198,080-7133460,Marathahalli,Cafe,Pizza,"North Indian, Continental, Desserts, Italian, South Indian",600,Sample Review Text...,5,Cafes,Bengaluru
"Address_892, Bangalore",Onesta,No,No,2.1/5,2117,080-9488394,Indiranagar,Bakery,Pizza,"Mexican, Beverages, North Indian, Thai",2500,Sample Review Text...,4,Dine-out,Bengaluru
"Address_527, Bangalore",Leon Grill,Yes,Yes,3.6/5,1886,080-3447304,JP Nagar,Cafe,Biryani,"Italian, Desserts, Beverages",600,Sample Review Text...,3,Buffet,Bengaluru
"Address_536, Bangalore",Resto_536,Yes,Yes,3.5/5,1489,080-9714808,Jayanagar,Bakery,Dosa,Italian,1000,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_650, Bangalore",McDonald's,No,Yes,4.7/5,975,080-1249956,HSR Layout,Casual Dining,Burgers,"North Indian, Italian, Mexican, Thai, Continental",3000,Sample Review Text...,5,Delivery,Bengaluru
"Address_247, Bangalore",McDonald's,No,No,2.5/5,2484,080-2282825,Indiranagar,Bar,Pizza,"South Indian, Beverages, Italian",1000,Sample Review Text...,3,Delivery,Bengaluru
"Address_337, Bangalore",McDonald's,Yes,Yes,3.5/5,522,080-7027124,Whitefield,Casual Dining,Pizza,"Beverages, North Indian, Fast Food","2,500",Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_506, Bangalore",Resto_506,No,No,4.2/5,2062,080-8189001,Koramangala,Cafe,Burgers,Fast Food,400,Sample Review Text...,1,Buffet,Bengaluru
"Address_521, Bangalore",McDonald's,No,No,4.8/5,1352,080-5688687,Indiranagar,Casual Dining,Burgers,"Mexican, South Indian, North Indian, Continental",400,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_118, Bangalore",Nandhana Palace,Yes,Yes,2.5/5,720,080-2800206,Koramangala,Bar,Sushi,"Desserts, South Indian, Continental, North Indian",200,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_11, Bangalore",Leon Grill,No,Yes,4.3/5,779,080-2651177,Indiranagar,Casual Dining,Biryani,"Thai, Mexican, Beverages, Italian",200,Sample Review Text...,4,Cafes,Bengaluru
"Address_911, Bangalore",Onesta,Yes,No,4.5/5,1593,080-1347135,JP Nagar,Cafe,Pizza,"Italian, North Indian, Mexican, Beverages, South Indian",800,Sample Review Text...,5,Dine-out,Bengaluru
"Address_861, Bangalore",Resto_861,No,Yes,,2678,080-9277057,Jayanagar,Bar,Burgers,"North Indian, Continental, South Indian, Chinese","1,200",Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_204, Bangalore",Resto_204,No,No,3.8/5,507,080-6867997,Koramangala,Cafe,Sushi,"Desserts, Fast Food, South Indian",2000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_530, Bangalore",KFC,No,Yes,4.2/5,2377,080-5883538,Koramangala,Bar,Pasta,"Desserts, South Indian, Beverages",2000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_190, Bangalore",McDonald's,Yes,No,3.7/5,718,080-1543292,MG Road,Quick Service Restaurant,Pasta,"South Indian, Fast Food, North Indian",3000,Sample Review Text...,3,Buffet,Bengaluru
"Address_730, Bangalore",KFC,No,Yes,4.8/5,2048,080-1542282,Indiranagar,Bar,Steak,"Thai, South Indian, Italian, Desserts, Fast Food",400,Sample Review Text...,5,Buffet,Bengaluru
"Address_563, Bangalore",Pizza Hut,No,Yes,2.0/5,1456,080-2785812,HSR Layout,Fine Dining,Steak,"South Indian, Continental, North Indian",2500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_334, Bangalore",KFC,Yes,Yes,3.1/5,1395,080-2306851,HSR Layout,Bar,Salad,"Mexican, Fast Food, Thai, Continental, Desserts",800,Sample Review Text...,5,Delivery,Bengaluru
"Address_743, Bangalore",Resto_743,No,Yes,4.7/5,861,080-3636248,Jayanagar,Quick Service Restaurant,Sushi,"Italian, Mexican",600,Sample Review Text...,2,Buffet,Bengaluru
"Address_483, Bangalore",Resto_483,Yes,Yes,3.1/5,1532,080-3492539,JP Nagar,Pub,Sushi,"Italian, North Indian, Fast Food, Mexican",2500,Sample Review Text...,4,Dine-out,Bengaluru
"Address_365, Bangalore",Resto_365,No,Yes,2.6/5,1929,080-8679606,Marathahalli,Casual Dining,Burgers,"South Indian, Italian, Desserts, Chinese",1500,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_910, Bangalore",Resto_910,Yes,Yes,4.4/5,978,080-1274196,MG Road,Casual Dining,Dosa,"North Indian, Chinese, Continental, Desserts","2,500",Sample Review Text...,4,Buffet,Bengaluru
"Address_177, Bangalore",Empire Restaurant,Yes,No,4.0/5,39,080-2004872,JP Nagar,Casual Dining,Pasta,"Continental, Chinese, Italian, Fast Food",800,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_13, Bangalore",Resto_13,No,No,3.2/5,240,080-8633773,Jayanagar,Bakery,Dosa,Mexican,"1,000",Sample Review Text...,1,Cafes,Bengaluru
"Address_891, Bangalore",Resto_891,Yes,No,2.5/5,414,080-8522210,Jayanagar,Fine Dining,Steak,"Continental, North Indian, Beverages, Fast Food, Chinese",2500,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_159, Bangalore",KFC,Yes,No,3.8/5,1753,080-9930189,Jayanagar,Pub,Dosa,"Italian, Fast Food",200,Sample Review Text...,2,Buffet,Bengaluru
"Address_829, Bangalore",Resto_829,Yes,No,3.2/5,53,080-3044259,Whitefield,Fine Dining,Pasta,"Thai, Continental",3000,Sample Review Text...,2,Buffet,Bengaluru
"Address_51, Bangalore",Resto_51,Yes,No,3.7/5,559,080-6008935,Indiranagar,Quick Service Restaurant,Salad,"Thai, Beverages, Continental, Mexican",200,Sample Review Text...,4,Dine-out,Bengaluru
"Address_53, Bangalore",Burger King,No,Yes,2.1/5,2057,080-8665981,JP Nagar,Bar,Biryani,Desserts,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_815, Bangalore",Resto_815,Yes,No,4.7/5,454,080-9300525,HSR Layout,Fine Dining,Biryani,"Continental, Chinese, Thai","3,000",Sample Review Text...,3,Buffet,Bengaluru
"Address_9, Bangalore",Leon Grill,No,No,4.7/5,2989,080-5159166,HSR Layout,Fine Dining,Burgers,"Mexican, Thai, Desserts",2500,Sample Review Text...,3,Delivery,Bengaluru
"Address_73, Bangalore",Burger King,Yes,Yes,4.8/5,375,080-2425342,HSR Layout,Bakery,Biryani,"Desserts, Thai, South Indian, Fast Food",1000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_445, Bangalore",Resto_445,Yes,No,4.2/5,26,080-7962689,HSR Layout,Bar,Sushi,"Thai, Continental, South Indian, North Indian",1000,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_31, Bangalore",Resto_31,No,No,4.5/5,1716,080-6639317,HSR Layout,Bakery,Steak,"Continental, Mexican",2000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_885, Bangalore",Leon Grill,Yes,Yes,2.5/5,1115,080-3219474,,Pub,Burgers,"North Indian, Mexican, South Indian, Chinese, Fast Food",2000,Sample Review Text...,5,Buffet,Bengaluru
"Address_833, Bangalore",Resto_833,Yes,No,3.8/5,2301,080-4356421,Jayanagar,Bar,Burgers,"Thai, Desserts, Fast Food","3,000",Sample Review Text...,3,Buffet,Bengaluru
"Address_884, Bangalore",Resto_884,Yes,Yes,NEW,415,080-7189628,Whitefield,Bar,Pasta,"Beverages, Chinese",2000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_685, Bangalore",Resto_685,No,No,4.6/5,2184,080-2817044,HSR Layout,Bakery,Salad,Desserts,"1,500",Sample Review Text...,1,Dine-out,Bengaluru
"Address_614, Bangalore",Resto_614,Yes,No,-,1307,080-9222577,Jayanagar,Bar,Dosa,"Mexican, Desserts, Chinese, Continental, Fast Food",800,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_902, Bangalore",Pizza Hut,Yes,Yes,2.6/5,1162,080-6140518,Koramangala,Bakery,Dosa,"South Indian, Desserts, Beverages","1,200",Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_312, Bangalore",Burger King,No,Yes,4.4/5,2949,080-1711620,JP Nagar,Bakery,Burgers,"Fast Food, Beverages, North Indian, Continental, Desserts",2000,Sample Review Text...,5,Buffet,Bengaluru
"Address_973, Bangalore",Burger King,No,No,NEW,225,080-6617699,Indiranagar,Bar,Biryani,"Beverages, Italian, Chinese, North Indian",,Sample Review Text...,4,Delivery,Bengaluru
"Address_706, Bangalore",Empire Restaurant,Yes,Yes,3.4/5,1322,080-1132511,JP Nagar,Pub,Pasta,"Fast Food, North Indian, Thai, Desserts",400,Sample Review Text...,4,Cafes,Bengaluru
"Address_402, Bangalore",Resto_402,Yes,Yes,3.1/5,2391,080-7911031,Koramangala,Bar,Sushi,"Mexican, Chinese, Fast Food","1,200",Sample Review Text...,3,Delivery,Bengaluru
"Address_20, Bangalore",Resto_20,No,Yes,2.1/5,1493,080-7817881,Koramangala,Quick Service Restaurant,Pasta,"Italian, Chinese",1200,Sample Review Text...,2,Dine-out,Bengaluru
"Address_268, Bangalore",Onesta,No,No,4.9/5,2353,080-3151610,Whitefield,Bakery,Biryani,"Beverages, Continental",1500,Sample Review Text...,2,Buffet,Bengaluru
"Address_994, Bangalore",McDonald's,Yes,No,4.2/5,1176,080-3012893,Whitefield,Cafe,Pizza,Italian,1000,Sample Review Text...,1,Delivery,Bengaluru
"Address_157, Bangalore",Resto_157,No,Yes,3.6/5,2028,080-7154919,Indiranagar,Pub,Biryani,Continental,"2,500",Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_843, Bangalore",Resto_843,No,No,,2471,080-4449113,MG Road,Cafe,Burgers,"Chinese, North Indian","1,500",Sample Review Text...,2,Buffet,Bengaluru
"Address_400, Bangalore",Nandhana Palace,No,No,3.1/5,1882,080-3256338,Koramangala,Casual Dining,Dosa,"Beverages, Continental",600,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_320, Bangalore",Nandhana Palace,No,No,4.0/5,1124,080-9874251,JP Nagar,Pub,Pizza,"Beverages, Italian, Fast Food, Continental",200,Sample Review Text...,4,Cafes,Bengaluru
"Address_505, Bangalore",Leon Grill,No,Yes,4.8/5,2852,080-9088805,MG Road,Fine Dining,Pizza,"Thai, South Indian","1,200",Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_52, Bangalore",Onesta,No,No,3.6/5,1865,080-7891662,JP Nagar,Bar,Biryani,"Italian, Mexican",800,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_230, Bangalore",KFC,No,No,4.8/5,1854,080-4646403,Jayanagar,Cafe,Burgers,"Fast Food, Beverages, Continental, Mexican","2,500",Sample Review Text...,4,Dine-out,Bengaluru
"Address_220, Bangalore",Resto_220,No,No,2.3/5,715,080-1769891,Koramangala,Bar,Biryani,"Thai, Fast Food, Mexican",400,Sample Review Text...,3,Dine-out,Bengaluru
"Address_716, Bangalore",Resto_716,No,No,4.8/5,457,080-9638526,Jayanagar,Bakery,Salad,"Mexican, Chinese, South Indian, North Indian, Desserts",3000,Sample Review Text...,5,Cafes,Bengaluru
"Address_26, Bangalore",KFC,No,Yes,2.8/5,2719,080-1775337,JP Nagar,Casual Dining,Burgers,"Continental, Italian",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_54, Bangalore",Resto_54,Yes,Yes,4.8/5,1386,080-6312692,MG Road,Fine Dining,Salad,Thai,2500,Sample Review Text...,1,Buffet,Bengaluru
"Address_312, Bangalore",Burger King,No,Yes,4.4/5,2949,080-1711620,JP Nagar,Bakery,Burgers,"Fast Food, Beverages, North Indian, Continental, Desserts",2000,Sample Review Text...,5,Buffet,Bengaluru
"Address_996, Bangalore",Resto_996,Yes,No,2.6/5,887,080-8151289,,Quick Service Restaurant,Salad,"Italian, Mexican, Desserts, Thai, Continental",400,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_461, Bangalore",Resto_461,Yes,No,2.7/5,495,080-9462784,Koramangala,Cafe,Steak,"Fast Food, Italian",2000,Sample Review Text...,2,Delivery,Bengaluru
"Address_214, Bangalore",KFC,Yes,No,2.3/5,2061,080-8649174,Whitefield,Cafe,Sushi,North Indian,"1,000",Sample Review Text...,1,Cafes,Bengaluru
"Address_691, Bangalore",Leon Grill,No,Yes,2.0/5,2873,080-2025218,HSR Layout,Cafe,Salad,Beverages,2000,Sample Review Text...,1,Buffet,Bengaluru
"Address_934, Bangalore",Onesta,Yes,Yes,2.6/5,396,080-5704514,Koramangala,Quick Service Restaurant,Salad,Fast Food,1500,Sample Review Text...,1,Dine-out,Bengaluru
"Address_294, Bangalore",Resto_294,No,No,3.6/5,1329,080-5262908,JP Nagar,Bakery,Sushi,"Thai, Italian, Beverages, Desserts","2,500",Sample Review Text...,4,Cafes,Bengaluru
"Address_524, Bangalore",Resto_524,Yes,Yes,4.1/5,656,080-9968148,JP Nagar,Bakery,Salad,"Italian, Continental, Desserts",400,Sample Review Text...,3,Delivery,Bengaluru
"Address_414, Bangalore",Empire Restaurant,Yes,Yes,3.1/5,2617,080-7517462,JP Nagar,Bar,Biryani,Beverages,800,Sample Review Text...,1,Cafes,Bengaluru
"Address_968, Bangalore",Nandhana Palace,Yes,Yes,2.4/5,1760,080-2974957,MG Road,Pub,Salad,"North Indian, Mexican, Fast Food, Continental, Italian",600,Sample Review Text...,5,Cafes,Bengaluru
"Address_967, Bangalore",Resto_967,No,No,3.6/5,601,080-6194113,JP Nagar,Pub,Burgers,Continental,200,Sample Review Text...,1,Dine-out,Bengaluru
"Address_568, Bangalore",Resto_568,No,Yes,,182,080-4763343,Indiranagar,Pub,Biryani,"Chinese, Beverages, Mexican",600,Sample Review Text...,3,Dine-out,Bengaluru
"Address_473, Bangalore",Nandhana Palace,Yes,No,2.1/5,2565,080-1913231,JP Nagar,Bar,Sushi,"Italian, Chinese, Desserts",800,Sample Review Text...,3,Buffet,Bengaluru
"Address_972, Bangalore",Resto_972,Yes,No,2.4/5,2406,080-1016411,Whitefield,Bar,Biryani,"Continental, North Indian, Beverages, Mexican, Chinese",2000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_321, Bangalore",Pizza Hut,No,No,3.7/5,2552,080-5873580,,Cafe,Burgers,"Fast Food, Desserts, Beverages, Italian, Chinese",3000,Sample Review Text...,5,Delivery,Bengaluru
"Address_525, Bangalore",McDonald's,Yes,Yes,3.1/5,2938,080-2495511,MG Road,Fine Dining,Sushi,"Mexican, Italian, Beverages, South Indian, North Indian",1000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_520, Bangalore",Resto_520,Yes,Yes,NEW,2139,080-7220742,Koramangala,Bakery,Sushi,"Beverages, Continental, Desserts, Italian, South Indian",3000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
